source_language,target_language,source_text,target_text
Kidawida,Swahili,Kujifunyira ni chia yeagha kichuku chiko na lukundo.,Kujitolea ni njia ya kujenga jamii yenye upendo.
Kidawida,Swahili,Namaremare na masanga ghose,Nimetembea kila mahali
Kidawida,Swahili,Hoku Mlungu wanifuye w'ughoma.,Naona Mungu amenionea huruma.
Kidawida,Swahili,W'ose w'olaghashire w'andu w'aw'o w'eliw'a.,Wote walipoteza watu wao walisahau
Kidawida,Swahili,Sighia Mlungu ubonya mecha.,Achia Mungu atafanya mema
Kidawida,Swahili,Koichi Kulima,Unajua kulima
Kidawida,Swahili,Kwadua kukiuza ghuja mzata ghwako?,Bado unauza ule mkongojo wako?
Kidawida,Swahili,Kwabara kifumbbi cha ndeo,Umepasua kiti cha baba yako
Kidawida,Swahili,Kazi kwa bidii yadashana  kwa mafanikio na mafanikio gha mndu moni.,Kazi kwa bidii inalipa kwa mafanikio na mafanikio ya kibinafsi.
Kidawida,Swahili, wandu wengi wadaboilwa ni kuenda charo kwa kuboilwa.,Watu wengi wanapenda kusafiri kwa furaha.
Kidawida,Swahili,Wadaobua kuloghwa shuu.,Anaogopa kurogwa sana
Kidawida,Swahili,Nawejisuwa nadu nawesasaghilwa,Ninajikuna panapowasha
Kidawida,Swahili,W'andu w'aw'iapata w'asi kulipa mikopo.,Watu wanapata shida kulipa mikopo.
Kidawida,Swahili,Nikajokwa ni machu,Nikikasirika!
Kidawida,Swahili,W'andu w'engi w'ekiria kutini baada ya ishua jaw'o kuzama.,Watu wengi walinusurika kifo baada ya mashua yao kuharibika.
Kidawida,Swahili,Momu ghwako ghwafuma ghukatinika,Mdomo wako umekua mwekundu
Kidawida,Swahili,Deko ahaa diwose.,Tuko hapa sote
Kidawida,Swahili,Iji itunda ndejine mbeu.,Tunda hili ni lisilo na mbegu.
Kidawida,Swahili,Mrongo ikenda na inya,Tisini na tisa
Kidawida,Swahili,Sarigha kushinde,Cheza ushinde
Kidawida,Swahili,Jesu uchachatanya wandu,Yesu atakuja kuwatenganisha watu wote
Kidawida,Swahili,Kila mndu wawewajibika kwa kughituza mazingira ghedu.,Kila mtu anawajibika kwa kuhifadhi mazingira yetu ya asili.
Kidawida,Swahili,Jifunikire Chongo,Jifunike kichwa
Kidawida,Swahili,Kufuma lihi?,Kutoka lini?
Kidawida,Swahili,Nguw'o rake radakabwa pasi,Nguo zake hua zinapigwa pasi
Kidawida,Swahili,Mwanidu ndeichi kushoma,Ndugu yangu hajui kusoma
Kidawida,Swahili,Mkanikunda mchaiwadia amri yapo putu.,Mkinipenda mtaishika amri yangu.
Kidawida,Swahili,Kalama w'aw'ingwa kazinyi.,Kalama amefukuzwa kazini
Kidawida,Swahili,W'aw'a oniguya kidasi chiboie.,Bibi yangu alininunulia kikapu kizuri.
Kidawida,Swahili,Ngache radaonga mariwa,Ndama hunyonya maziwa
Kidawida,Swahili,Ghenda kukame ng'ombe dipate mariw'a,Nenda ukamue ng'ombe tupate maziwa
Kidawida,Swahili,Koka na bea ,Uko na hamu
Kidawida,Swahili,Ugho mfumo ghwazamie.,Mtindo huo ni mbaya
Kidawida,Swahili,vindo vawurwa,chakula kimeiva
Kidawida,Swahili,Wana waboilwa ni kucheza.,Watoto wanapenda kucheza michezo.
Kidawida,Swahili,Ekaia suti uhore.,Ilibidi atulie.
Kidawida,Swahili,Nadima kudedanya na oho kuko kueka,Ninaweza kuongea na wewe kama uko pekeyako
Kidawida,Swahili,Uhu mghosi ndeuw'emanyika malagho ghake.,Huyu mzee hajulikani mambo yake
Kidawida,Swahili,kwaki kwajiliwa uhu,Mbona umejisahau hivi
Kidawida,Swahili,Oretumbanya matunda mfukonyi ghwape.,Alikusanya matunda mfukoni mwake.
Kidawida,Swahili,W'aw'iaenda chaghunyi w'achelewa.,Anaenda kazini kuchelewa
Kidawida,Swahili,Naskira ngemi kwako.,Nimeskia nduru kwako
Kidawida,Swahili,Daw'eenda sena?,Tunaenda tena?
Kidawida,Swahili,Waja mngulu wose w'ikameria.,Wamekula maharagwe yote wakamaliza
Kidawida,Swahili,chadu chaoghoshwa,Kiatu kimeshonwa
Kidawida,Swahili,Aba wa pedu wavika,Baba yetu amewasili
Kidawida,Swahili,Nisoghorie icho kifumbi.,Nisongezeke hiyo kitu
Kidawida,Swahili,Irina japo sikunde jitumilo kisha,Jina langu sitaki litumiwe vibaya
Kidawida,Swahili,Mayo w'acha itakoni,Mama yako yako amekuja saa hii
Kidawida,Swahili,Mlungu od'neka akili ra wundenyi.,Mungu ametujaalia akili za kufikiria kwa ubunifu.
Kidawida,Swahili,Sijagha vindo va mbeo.,Hua sili chakula baridi
Kidawida,Swahili,W'aghosi w'a nyumba ikumi na w'eke chifu w'abonyeria kulemwa.,Wazee wa nyumba kumi na machifu wakionekana kulemewa
Kidawida,Swahili,Chumba cha w'aka w'iko na misigo chaaghilo hospitali ya Kambi Ra Punda.,Chumba cha wajawazito ilijengwa katika hospitali ya Kambi Ra Punda.
Kidawida,Swahili,Kosinda shereta maghonyi ,Ulikua unateleza kwa mawe
Kidawida,Swahili,W'ana w'isekeja magome gha skulu.,Watoto wasile karo ya shule
Kidawida,Swahili,Ng'ombe rape reoma.,Ng'ombe wake hawana maziwa.
Kidawida,Swahili,Kujifunya ni chia yefunya kwa ngolo yako.,Kujitolea ni njia ya kutoa kwa moyo wako.
Kidawida,Swahili,Matuku ghose nafasi mbishi yezoya wuwishi.,Kila siku ni nafasi mpya ya kuanza upya.
Kidawida,Swahili,Ishima ni suti andenyi ya mahusiano,Heshima ni muhimu katika mahusiano.
Kidawida,Swahili,Savi rawedoghoda,Pojo zinatokota
Kidawida,Swahili,Kwahuwo mashomo ghazoghua kidogo.,Kwa hivyo masomo yamekuwa kidogo.
Kidawida,Swahili,Wadabora shuu ikanisenyi,Hua anaimba ssna kanisani
Kidawida,Swahili,Kwadima kushoma malagho mengi mdadambonyi,Unaweza kujifunza mambo mengi mtandaoni
Kidawida,Swahili,mbande rose radasia,kuni zote zimeisha
Kidawida,Swahili,Ndoa ni ahadi ya loli,Ndoa ni ahadi ya dhati.
Kidawida,Swahili,Ndekuna anduangi kupoiye sa mzinyi,Hakuna mahali pazuri kama nyumbani.
Kidawida,Swahili,Wemneka nyama ra masakenyi.,Walimpatia nyama za vichakani
Kidawida,Swahili,Koka na isu?,Ukona wazimu?
Kidawida,Swahili,Ghora nicha wanake wikusikire seji kwa wededa,Sema vizuri watoto wakusikize vile unasema
Kidawida,Swahili,Kazi ipoiye yadanekwa magome ghipoiye,Kazi nzuri ina malipo mazuri.
Kidawida,Swahili,Nakusigha na w'ana na ndekudekie,Nimekuachia watoto wangubna hujawapikia
Kidawida,Swahili,Leka kuvisa,Wacha kujificha
Kidawida,Swahili,Kwaki kwacha nakio,Mbona umekuja usiku
Kidawida,Swahili,Wolemwa nikubonya chaghu,Alishindwa kufanya kazi
Kidawida,Swahili,Kwasinda mana?,Umeshindaje?
Kidawida,Swahili,Inyo mulale mana.,Nyinyi mulale salama.
Kidawida,Swahili,Okimbiria andu kwa mwadu ghwa choki isakenyi.,Alikimbilia kwenye mzinga wa nyuki msituni.
Kidawida,Swahili,Chonda chahoa,Kidonda kimepona
Kidawida,Swahili,Newingwa ni walaku nikafuma na iseghe,Nilifukuzwa na wezi nikakimbia mbio
Kidawida,Swahili,Wadakanya na mae.,Anakaa na mamake
Kidawida,Swahili,W'ana w'aida mtihani,Wanafunzi wamepita mitihani
Kidawida,Swahili,Iri nguwo reko na mitindo ya itana sana.,Nguo hizi zina ubunifu wa kisasa sana.
Kidawida,Swahili,Uhu mwana wadaghia w'andu w'ose vadu.,Huyu mtoto ametupia watu wote viatu
Kidawida,Swahili,Kila mndu oko na ijukumu jelindia mazingira gha wurumwengu ghodu.,Kila mtu ana jukumu la kulinda mazingira ya dunia yetu.
Kidawida,Swahili,Elimu yadarughuya wakiwa wulalo ghwa kazi.,Elimu hufungulia maskini fursa nyingi za kazi.
Kidawida,Swahili,Meso ghapo gjhacha ghjikaninekagha w'asi.,Macho yangu yananisumbua.
Kidawida,Swahili,Njala ndeiduwaa,Hakuna njaa sai
Kidawida,Swahili,Ukaw'ona kilambo wadagha.,Akiona kitu anatupa
Kidawida,Swahili,Kujifunya ni chia yewadana kwa loli kwa kichuku.,Kujitolea ni njia ya kushiriki kwa dhati katika jamii.
Kidawida,Swahili,Mwadi samaki wawewada samaki.,Mvuvi anavua samaki.
Kidawida,Swahili,Nichaghieresha kose wurumwengunyi.,Nitayatangaza sehemu zote duniani.
Kidawida,Swahili,Mifugho redu naro redew'uswa ni w'akoloni.,Mifugo yetu ilichukuliwa na wakoloni
Kidawida,Swahili,Kifurute chapuruka,Kipepeo kimepaa
Kidawida,Swahili,Nadakama mariw'a gha mburi.,Huwa nakamua maziwa ya mbuzi
Kidawida,Swahili,W'uw'iw'I mduu matuku ghose.,Uovu mtupu wakati wote.
Kidawida,Swahili,Nyasi radaoma,Nyasi hukauka
Kidawida,Swahili,Siboilwaa ni nyama.,Sipendi nyama.
Kidawida,Swahili,Vichula vadakaia na lwaka losekesha.,Chura huwa na sauti ya kuchekesha.
Kidawida,Swahili,Mana ndew'ikunde w'ana w'idede Kidaw'ida.,Maana hawataki watoto waongee Kitaita.
Kidawida,Swahili,Polisi wewada vitoi,Polisi waliwakamata wezi
Kidawida,Swahili,Apa wadanywa chofi .,Baba hunywa pombe
Kidawida,Swahili,Ngera kwadeka?,Pengine umepika?
Kidawida,Swahili,Nyonyi radima kukaia na matanda gha rangi.,Ndege wanaweza kuwa na michirizi ya rangi.
Kidawida,Swahili,Walowolwa ni mndu oka kavui na uomoni.,Aliolewa na jirani
Kidawida,Swahili,Baiskeli waiwa,Baiskeli imeibiwa.
Kidawida,Swahili,Nyonyi yawepuruka mawingunyi,Ndege inapaa angani.
Kidawida,Swahili,Angu shekeria ni kii?,Sababu hasa ni nini?
Kidawida,Swahili,Orekundee sana kumanya kuhusu uo mamba.,Alitamani sana kujua kuhusu mamba huyo.
Kidawida,Swahili,Ado bengi ya w'urumwengu eko isanga jiao?,Benki ya ulimwengu iko katika nchi gani?
Kidawida,Swahili,Naw'ekama ng'ombe,Nakama ng'ombe
Kidawida,Swahili,Wakongo wose wadaenda wughangenyi,Wagonjwa wote huenda hospitalini
Kidawida,Swahili,Malagho ghakua aha skuli at nawelemwa.,Mambo yamekuwa magumu hapa shuleni at nashindwa.
Kidawida,Swahili,Mbogha rose rajighwa ni mburi,Mboga zote zimeliwa na mbuzi
Kidawida,Swahili,Nawona lusenge lwadunga,Nimeona upinde wa mvua
Kidawida,Swahili,Wuki ghoka ghulemere,Asali ni nzito
Kidawida,Swahili,Boi ndeuw'ekunda mbew'a.,Paka hataki kumla panya
Kidawida,Swahili,Lukundo lwadabonya wurumwengu ghukaie ghuboie shuu.,Upendo hufanya ulimwengu kuwa bora zaidi.
Kidawida,Swahili,Nasikira chongo chapo chachua malagho,Nahisi kama kichwa changu kimejaa maneno
Kidawida,Swahili,Kaung'a redu,Dhambi zetu
Kidawida,Swahili,Ikaiya malagho mengi seji itana daw'ona wandu wikikabana isanga jabadilika,Ndio nyakati za mwisho zimewadia kweli.
Kidawida,Swahili,Mchadwalwa kavui,Mtasongezwa karibu
Kidawida,Swahili,Meso ghake ghawemja,Macho yake yanauma
Kidawida,Swahili,Iyo niyo yekoghe skulu ya kala,Hiyo ndiyo ilikuwa shule ya zamani
Kidawida,Swahili,Mwindi ghwake ghwaw'oa.,Mguu wake umeoza.
Kidawida,Swahili,Mabamba mawishi ghaghulwa,Mabati mapya yamenunuliwa
Kidawida,Swahili,Wanyinyi wose wefwa madu,Ndugu zako wote hawasikii
Kidawida,Swahili,Niendagha kwake Kifulanguw'o.,Nitaenda kwake Jumamosi
Kidawida,Swahili,Ghuja wasi kuko nagho kughorie Mlingu ukutesie,Ile shida uko nayo mwambie Mungu atakusaidia.
Kidawida,Swahili,Kuwa tindi,Kupanda nyanya
Kidawida,Swahili,Linu ni ituku jiboie ja iruwa.,Leo ni siku nzuri ya jua.
Kidawida,Swahili,Ughu w'urumwengu ghwaw'uya ghwa w'asi.,Huu ulimwengu umakuwa wa shida.
Kidawida,Swahili,Oreboiloghe kumbona.,Alifurahi kumuona.
Kidawida,Swahili,Ilaghano iwishi,Agano jipya
Kidawida,Swahili,Mdi ghwadumbulwa,mti umekatwa
Kidawida,Swahili,Ighuo yedeka ituku ja w'alimu w'urumwengunyi.,Jana ilikuwa ni siku ya walimu duniani
Kidawida,Swahili,Kovalwa mwaka ghwa mrongo mfungade na ikenda.,Ulizaliwa mwaka wa sabini na tisa.
Kidawida,Swahili,Omoni nio nguro ya ghuja mzi.,Yeye ndiye nguzo ya hiyo familia.
Kidawida,Swahili,Niserie ainyao,Nishukishie hapo
Kidawida,Swahili,nedeamba nighuduke,Kidogo tuu nianguke
Kidawida,Swahili,Mghenyi wapo udenineka mariwa na avocado.,Rafiki yangu alinipatia maziwa na parachichi.
Kidawida,Swahili,Ini mundungi usenineke magome nimw'ikie.,Mimi mtu asinipee pesa nimuekee
Kidawida,Swahili,Kusebonye malaghiro ghangi kuko na machu,Usimfanye maamuzi yoyote ukiwa na hasira
Kidawida,Swahili,Waliwa mzigo rake kwa mruna,Amesahau mizigo yake kwa ndugu yake
Kidawida,Swahili,W'akristo niw'o wandu  w'engi nandighi.,Wakristo ni asilimia kubwa zaidi ya idadi ya watu.
Kidawida,Swahili,Malagho ndeghibonywaghwa  bila kughesha,Mambo hua hayafanywi bila kufikiria
Kidawida,Swahili,Wanekie w'aw'a wa w'omi kilambo cha mana.,Alimpa babu kitu maalum.
Kidawida,Swahili,Kwaw'echa skulu idime?,Unakuja shuleni leo?
Kidawida,Swahili,"Ola, mwai uchakaia na kifu, uve mwana wa womi.","Ona, msichana atashika mimba, azae mtoto wa kiume."
Kidawida,Swahili,Kifumbi chakabwa rangi.,Kiti kimepigwa rangi
Kidawida,Swahili,Oka na boi wa chokwa,Ako na paka mweupe
Kidawida,Swahili,ini ni chongo mosi,Mimi ni mkorofi
Kidawida,Swahili,Ela ikakaia kwa chia ya makosa ghapo,Je ikiwa kwa ajili ya makosa yangu
Kidawida,Swahili,olaswa ni igho,Alilengwa na jiwe
Kidawida,Swahili,Kumangu nakuredea lakini ndeukunde nimanye kwake,Ningekulete lakini hutaki nijue kwake.
Kidawida,Swahili,Naw'ebora na Mwaluma,Ninaimba na Mwaluma
Kidawida,Swahili,Mapemba ghedu ghengirilwa ni w'adudu,Mahindi yetu yamevamiwa na wadudu
Kidawida,Swahili,Mbashu raoma,Matagaa yamekauka
Kidawida,Swahili,Mbeo nakosi ya maw'aw'a gha nyonyi yarineka ndighi reenda ighu zaidi.,Hewa chini ya mabawa ya ndege iliwapa nguvu za kupaa juu  zaidi.
Kidawida,Swahili,Wamurika wadaboilwa ni sarigho shuu.,Vijana wanapenda michezo sana.
Kidawida,Swahili,Chovu ndeilemaghwa ni lwembe lwake.,Ndovu hua haishindwi na kubeba pembe zake
Kidawida,Swahili,chumbi chingi chazamie,Chumvi kingi ni kibaya
Kidawida,Swahili,Gheko ghamu zaidi kufwane kumanye.,Kuna mengi zaidi unafaa ujue.
Kidawida,Swahili,Ilengo ja maisha ni kutambua ichija kukunde kubonya.,Kusudi la maisha ni kugundua kile unachopenda kufanya.
Kidawida,Swahili,Leka nisekia ini,Wacha kunichekea mimi
Kidawida,Swahili,"W'andu w'engi w'eichi kudeda Kidaw'ida, ela ndewiichi kuandika","Watu wengi wanajua kusema Kitaita, lakini hawajui kukiandika"
Kidawida,Swahili,W'ana w'apoilwa w'aida nicha.,Watoto wameskia Raha wamepita vizuri
Kidawida,Swahili,Mghosi wapo wanikotia nabonyagha chaghu chiao.,Babamkwe ameniuliza huwa nafanya kazi gani
Kidawida,Swahili,Deka na irumirio na w'andu wose,Tuko na matumaini na kila mtu
Kidawida,Swahili,Kubukwa ni inda ra chongo kama kusechioghoshagha,Kama huoshi kichwa chako utapatwa na 
Kidawida,Swahili,Mavuda malazi vindonyi ghiareda maw'ukongo.,Mafuta menyi kwenye chakula yanaleta magonjwa
Kidawida,Swahili,mrongoiwi na idadu ,ishirini na tatu
Kidawida,Swahili,Diwonane ngelo zima,Tuonane baadaye
Kidawida,Swahili,Mao obia shuu,Mama nimkali sana.
Kidawida,Swahili,W'ulalo w'ininekie.,Fursa waliyonipa.
Kidawida,Swahili,Shimba yadakuvisa malembenyi.,Simba hujificha kwenye nyasi.
Kidawida,Swahili,Okufunya kutesia w'usafi.,Alijitolea kusaidia kusafisha.
Kidawida,Swahili,Punda ni nyamandu righokie.,Punda ni wanyama wazuri.
Kidawida,Swahili,Wukelu ghotasa milimu.,Upumbavu wa kuabudu sanamu.
Kidawida,Swahili,Uw'ada maw'ughanga gha w'aw'aye ghikamkelesha.,Alishika madawa ya nyanyake yakamrudisha chizi
Kidawida,Swahili,Devalwa ituku jimweri,Tulizaliw siku moja
Kidawida,Swahili,Timu rose ra mpira ghwa maghu rasarigha juma ichenii.,Timu zote za mpira wa miguu zitacheza wiki hii.
Kidawida,Swahili,Reda vindo mezenyi.,Leta chakula mezani
Kidawida,Swahili,Nifuye wughoma,Nisamehe
Kidawida,Swahili,Mtihani ghwalighisa.,Mtihani umekaribia.
Kidawida,Swahili,Kwaw'edeka kii?,Unapika nini? 
Kidawida,Swahili,Nereka niendesha igare japo na kumaramara ugho mzi mbaa,Nilikuwa nikiendesha gari langu nikitembea katika jiji
Kidawida,Swahili,Wadaghora tee toe.,Huwa anaongea uongoo kila siku
Kidawida,Swahili,Omoni ni mwanafunzi,Yeye ni mwanafunzi
Kidawida,Swahili,Lekana na chofi ya nadime,Wacha Kupiga mitindi mchana
Kidawida,Swahili,cheko hao,kiko wapi
Kidawida,Swahili,"Sirikali ikapoisa chia, w'andu w'iadamba kwa sere","Serikali ikitengeneza barbara, watu watasafiri kwa amani"
Kidawida,Swahili,Dekunda dihame aha.,Tunataka kuhama kutoka hapa.
Kidawida,Swahili,Mubonyikazi olisha mburi otoroka.,Mfanyikazi wa kuchunga mbuzi ametoroka
Kidawida,Swahili,Mruke ghomlema.,Joto ilimshinda
Kidawida,Swahili,Mwana mtini magome agha kukunde ni gha kii?,Pesa wataka za nini wewe mtoto mdogo?
Kidawida,Swahili,Bahari yeka na mbeo,Bahari iko na baridi
Kidawida,Swahili,Warwa ikoti ja aba,Amevaa koti la baba
Kidawida,Swahili,Nakukasa oho aha ndoeny,Nakutumukia hapa Duniani
Kidawida,Swahili,Ndee ni fundi wa madirisha,Baba yake ni fundi wa madirisha
Kidawida,Swahili,Oiw'ilwa magome ghape juma isiriye.,Aliibiwa pesa zake wiki iliyopita.
Kidawida,Swahili,watika kiambaza,Amegonga ukuta
Kidawida,Swahili,Vaghu ndeviko wandu wawelola,Kazi hakuna watu wanatafuta
Kidawida,Swahili,Jaa vindo mukaenda mbuw'enyi ndemw'uya.,Kuleni chakula mukiendashambani hamutarudi.
Kidawida,Swahili,Mswara ghwaw'elungua irikonyi.,Ugali inaungua jikoni.
Kidawida,Swahili,Kifula nguw'o disekaie na kindo chingi chebonya,Tusiwe na kitu cha kufanya jumamosi
Kidawida,Swahili,Ichi nekoghe nacho nemneka uende ujitesie nacho,Hichi nilichokuwa nacho nilimpea aende ajisaidie nacho
Kidawida,Swahili,Msekeobua ni ini nakumba igho,Mimi ndo nmerushs jiwe msiogope
Kidawida,Swahili,Orepanga kumenjera mkwape matunda.,Alipanga kumpelekea mke wake matunda.
Kidawida,Swahili,Vindo vikaw'urwa nikughoriaa..,Chakula kikiiva nitakwambia
Kidawida,Swahili,Nashinikie hata skulu ra mizinyi w'ana w'iadeda Kiswahili na Kizungu ,"Nilishangaa, hata shule za vijijini watoto wanasema Kiswahili na Kiingereza tu."
Kidawida,Swahili,Wuzuri ghwako ghuche,Mapenzi yako yatimie
Kidawida,Swahili,Kila mndu oko na ijukumu jelindia nyamandu.,Kila mtu ana jukumu la kutunza wanyama.
Kidawida,Swahili,W'abwaghi idimee w'aenjwa w'ifunye w'uloli.,Wauwaji Leo wamepelekwa waseme ukweli
Kidawida,Swahili,Chumbo ra kiswahili raghokie shuu.,Muziki wa Kiswahili unavutia sana.
Kidawida,Swahili,Kukamenya mayo na ndeyo kwaw'emenya Mlungu,Ukimdharau mama na baba yako umemdharau Mungu
Kidawida,Swahili,Koko na miaka ilinga?,Una miaka mingapi?
Kidawida,Swahili,Maghesho ghiboiye ghidakaia na ndighi reghalusa wurumwengu.,Mawazo chanya huwa na nguvu ya kubadilisha ulimwengu.
Kidawida,Swahili,Oremnekieghe kila kilambo,Alimpatia kila kitu
Kidawida,Swahili,Wofuma kichuku cha apa.,Ametokea kwa ukoo wa baba.
Kidawida,Swahili,Isi ni raiya wa dunia ihi,Sisi ni raia wa dunia hii.
Kidawida,Swahili,Neka na miaka mrongu iw'I na isanu,Niko na miaka ishirini na tano
Kidawida,Swahili,Navikieghe wughangenyi nikafecherelwa lughumba.,Nilifika hospitalini nikadungwa sindano.
Kidawida,Swahili,W'ekunda w'andu w'ikaie binana.,Wanataka watu wawe salama.
Kidawida,Swahili,Vilongozi w'aja w'imangishiro kazi waenjwa kotinyi.,Viongozi waliosimamishwa wataenda mahakamani.
Kidawida,Swahili,W'andu w'eko na hachi esaghua.,Watu wana haki ya kuchagua.
Kidawida,Swahili,Okabwa chui ra madu,Alifyatwa makofi
Kidawida,Swahili,Choo dikwane.,Njoo tukutane
Kidawida,Swahili,Kavika nikukabia mwatulituli,Ukifika nitakupigia simu
Kidawida,Swahili,",Shamba la mjomba wangu limezungukwa na miti mingi mirefu.",nan
Kidawida,Swahili,Ndew'ibonye shwashwa kudedanya na w'aghosi w'iichi Kidaw'ida,Wafanya haraka kuzungumza na wazee wanaojua Kitaita
Kidawida,Swahili,kwawewalwawalwa momu,Unawashwa na mdomo
Kidawida,Swahili,kavui sana,karibu sana
Kidawida,Swahili,Wajaluo w'ew'oka kupoia w'andu agha matuku.,Wajaluo wameanza kufurahisha watu sikuizi
Kidawida,Swahili,Kukaenda w'ongea chofinyi kukughuye kumoni.,Ukienda kunywa pombe ujinunulie mwenyewe
Kidawida,Swahili,Agha ni matuku gha kutua mbai.,Hizi ni siku za mwisho.
Kidawida,Swahili,Kaw'ona mndu wabonya ikosa ofwana uteselo.,Kama mtu amefanya kosa anafaa kusaidiwa.
Kidawida,Swahili,Zighana msuluwenyi,Angalia mvunguni
Kidawida,Swahili,Kacha kwa harusi mpaka disiche ng'ombe,Ukija harusi zetu utachinjiwa ng'ombe
Kidawida,Swahili,W'andu w'azerelo w'iw'e midi.,Watu wamehimizwa wapande miti.
Kidawida,Swahili,Kuche na kila kilambo chako.,Uje na kila kitu chako
Kidawida,Swahili,Iruwa jikakafuma nyonyi radabora.,Kunapotokea jua asubuhi ndege huimba.
Kidawida,Swahili,Midi yadadineka viju.,Miti inatupeaga vivuli.
Kidawida,Swahili,Ujha mka oka na warombo.,Yule mama ana kitovu kikubwa
Kidawida,Swahili,Kwaki kuseendie m'wona mwandeyo.,Mbona hujamtembelea binamu yako?
Kidawida,Swahili,Kila jamii yeko na wutamaduni ghwake,Kila jamiii ina utamaduni wake
Kidawida,Swahili,Indoko diende diw'ose kwaw'o.,Njoo twende sote kwao
Kidawida,Swahili,Kuseobuo kuzoya mradi ghwako.,Usiogope kuanza mradi wako.
Kidawida,Swahili,W'eko w'andu w'ipangagha kubwagha w'andu duu.,Kuna watu wanapanga kuua watu bure
Kidawida,Swahili,Kufuma icho hata linu simbone,Kutoka juzi hadi  leo sijamuona
Kidawida,Swahili,W'andu w'eka cha mizinyi.,Watu wamo vijijini.
Kidawida,Swahili,Munilolie mkow'a nifunge nguw'o yapo,Munitafutie mshipi nifunge nguo yangu.
Kidawida,Swahili,ndoenyi,nchi
Kidawida,Swahili,"Kama ndokuw'eshoma, kwabonyagha kihi?","Kama husomi, unafanya nini?"
Kidawida,Swahili,Linu daw'edukana sa w'akichuku,Leo tunakaa kama Ukoo
Kidawida,Swahili,Nekunda chai cha mariw'a,Nataka chai ya maziwa
Kidawida,Swahili,Ghaghisigha ghose gha kala.,Niliyawacha yote ya nyuma.
Kidawida,Swahili,W'ana w'engi Daw'ida w'abonya kazi ekota magho gha zoghori.,Watoto wengi wilayani Taita hufanya kazi katika migodi ya maadini.
Kidawida,Swahili,Wakukasa na maruwai ghake.,Anaringa kwa mavazi yake
Kidawida,Swahili,�Daichi wori mdamu ndetalwagha kukaia na hachi kwa chia ya mabonyo gha Sharia.,Tunajua kuwa mwanadamu hahesabiwi kuwa na haki kwa njia ya matendo ya Sheria.
Kidawida,Swahili,Ela kugheshe angu ghoko mori ghuchagha,lakini kumbuka kuna mwezi unaofuata
Kidawida,Swahili,Neenda roghua wawa wapo nikamdwaia mbogha.,Nilienda kusalimia nyanya yangu nikamubebea mboga.
Kidawida,Swahili,Mapemba ghaw'urwa.,Mahindi yameiva.
Kidawida,Swahili,Wasinda nyinyiria mbuw'a machi iruwa jazidi.,Ameshinda akinyunyizia shamba maji jua limezidi
Kidawida,Swahili,Mwanyenyu bado uduaa uselale.,Ndugu yako bado yuko macho.
Kidawida,Swahili,W'ana w'elegha kufuma cha shighadi.,Watoto walikataa kwenda bustanini.
Kidawida,Swahili,Mapemba ghaghoka shuu mbuw'enyi.,Mahindi yamependeza shambani
Kidawida,Swahili,Msarigho ghwa iboli ja maghu ghomaniyika shuu.,Mchezo wa mpira wa miguu ni maarufu.
Kidawida,Swahili,Andu kose kwanuka kiw'iw'I kwa w'undu ghwa saru.,Kila mahali kuna harufu mbaya kwa sababu ya samadi ya ng'ombe.
Kidawida,Swahili,Ini naboilwagha kushoma vuo  vesekesha.,Mimi hupenda kusoma vitabu vya vicheshi.
Kidawida,Swahili,Vua yawenya,Mvua INANYESHA
Kidawida,Swahili,Dikaie na w'umweri,Tukae na umoja
Kidawida,Swahili,Kwamw'ona kafuani?,Umemuona hivi karibuni?
Kidawida,Swahili,Wawekunua iridia,Anachana nywele
Kidawida,Swahili,Kuvirasimie vindo,Ubariki Chakula
Kidawida,Swahili,leka vikaie na oho,Wacha vikae na wewe
Kidawida,Swahili,Kutumie ngelo nicha,Tumia wakati wako vizuri
Kidawida,Swahili,Nekunda nimerie aha nioghoshe vadu,Nataka nimalize hapa nioshe viatu
Kidawida,Swahili,Simw'onie mwaaw'u kufuma icho hata idime,Sijamwona mjomba kutoka juzi hadi leo
Kidawida,Swahili,Odeka ukighora kwaw'o si aha kungi.,Alikuwa anasema kwao si hapa
Kidawida,Swahili,Agha mariw'a ghesinga.,Haya maziwa ni matamu
Kidawida,Swahili,Kilambo chingi chisemtanye na w'ambenyu,Kitu chochote kisiwatenge na wenzio 
Kidawida,Swahili,Mashtaka ghekumbwa noko.,Mashtaka yalitupiliwa mbali.
Kidawida,Swahili,Biblia eka na vuo mirongo irandadu na irandadu.,Bibilia ina jumla ya vitabu sitini na sita.
Kidawida,Swahili,Nadabonya chaghu  anyaha W'undanyi,Nafanya kazi  papa hapa Wundanyi
Kidawida,Swahili,Machi gha ndoria ra Dawida ghesinga shuu.,Maji ya chemichemi za Taita ni matamu sana
Kidawida,Swahili,Nekunda kuriuzira aha,Nataka kuziuza huku
Kidawida,Swahili,Mghongo ghwaweluma,Mgongo unauma
Kidawida,Swahili,Soghoda kavui nikumumue,Somgea karibu nikueleze
Kidawida,Swahili,Nadaandika na kimoso,Naandika na mkono wa kushoto
Kidawida,Swahili,Omoni nio mndu utangazagha nicha zaidi.,Yeye ndiye mtangazaji bora zaidi.
Kidawida,Swahili,Ni ainaki ya igare kudambagha najo kulingana na bajeti yako,aina gani ya usafiri itakayofaa zaidi kulingana na bajeti yako.
Kidawida,Swahili,Wandu wose wafuma,Watu wote wametoka
